year,name,total_pop,total_hisc_pop,total_dominican_pop,state
2014-01-01,Connecticut,3596677.0,3596677.0,30408.0,09
2014-01-01,Delaware,935614.0,935614.0,2274.0,10
2014-01-01,District of Columbia,658893.0,658893.0,1948.0,11
2014-01-01,Florida,19893297.0,19893297.0,216202.0,12
2014-01-01,Georgia,10097343.0,10097343.0,19014.0,13
2014-01-01,Hawaii,1419561.0,1419561.0,750.0,15
2014-01-01,Idaho,1634464.0,,,16
2014-01-01,Illinois,12880580.0,12880580.0,6052.0,17
2014-01-01,Indiana,6596855.0,6596855.0,2999.0,18
2014-01-01,Iowa,3107126.0,3107126.0,211.0,19
2014-01-01,Kansas,2904021.0,2904021.0,1732.0,20
2014-01-01,Kentucky,4413457.0,4413457.0,1862.0,21
2014-01-01,Louisiana,4649676.0,4649676.0,4171.0,22
2014-01-01,Maine,1330089.0,1330089.0,1025.0,23
2014-01-01,Maryland,5976407.0,5976407.0,20155.0,24
2014-01-01,Massachusetts,6745408.0,6745408.0,133321.0,25
2014-01-01,Michigan,9909877.0,9909877.0,5878.0,26
2014-01-01,Minnesota,5457173.0,5457173.0,2665.0,27
2014-01-01,Mississippi,2994079.0,2994079.0,1170.0,28
2014-01-01,Missouri,6063589.0,6063589.0,2775.0,29
2014-01-01,Montana,1023579.0,,,30
2014-01-01,Nebraska,1881503.0,1881503.0,416.0,31
2014-01-01,Nevada,2839099.0,2839099.0,3425.0,32
2014-01-01,New Hampshire,1326813.0,1326813.0,6023.0,33
2014-01-01,New Jersey,8938175.0,8938175.0,255013.0,34
2014-01-01,New Mexico,2085572.0,2085572.0,968.0,35
2014-01-01,New York,19746227.0,19746227.0,806078.0,36
2014-01-01,North Carolina,9943964.0,9943964.0,17977.0,37
2014-01-01,North Dakota,739482.0,,,38
2014-01-01,Ohio,11594163.0,11594163.0,10591.0,39
2014-01-01,Oklahoma,3878051.0,3878051.0,1188.0,40
2014-01-01,Oregon,3970239.0,3970239.0,474.0,41
2014-01-01,Pennsylvania,12787209.0,12787209.0,83820.0,42
2014-01-01,Rhode Island,1055173.0,1055173.0,46422.0,44
2014-01-01,South Carolina,4832482.0,4832482.0,3985.0,45
2014-01-01,South Dakota,853175.0,,,46
2014-01-01,Tennessee,6549352.0,6549352.0,3581.0,47
2014-01-01,Texas,26956958.0,26956958.0,21482.0,48
2014-01-01,Utah,2942902.0,2942902.0,1626.0,49
2014-01-01,Vermont,626562.0,,,50
2014-01-01,Virginia,8326289.0,8326289.0,13372.0,51
2014-01-01,Washington,7061530.0,7061530.0,2821.0,53
2014-01-01,West Virginia,1850326.0,1850326.0,464.0,54
2014-01-01,Wisconsin,5757564.0,5757564.0,1263.0,55
2014-01-01,Wyoming,584153.0,,,56
2014-01-01,Puerto Rico,3548397.0,3548397.0,58291.0,72
2015-01-01,Alabama,4858979.0,4858979.0,1902.0,01
2015-01-01,Alaska,738432.0,,,02
2015-01-01,Arizona,6828065.0,6828065.0,6247.0,04
2015-01-01,Arkansas,2978204.0,2978204.0,1744.0,05
2015-01-01,California,39144818.0,39144818.0,16098.0,06
2015-01-01,Colorado,5456574.0,5456574.0,3068.0,08
2015-01-01,Connecticut,3590886.0,3590886.0,38047.0,09
2015-01-01,Delaware,945934.0,945934.0,4443.0,10
2015-01-01,District of Columbia,672228.0,672228.0,2354.0,11
2015-01-01,Florida,20271272.0,20271272.0,207193.0,12
2015-01-01,Georgia,10214860.0,10214860.0,24102.0,13
2015-01-01,Hawaii,1431603.0,1431603.0,1554.0,15
2015-01-01,Idaho,1654930.0,1654930.0,48.0,16
2015-01-01,Illinois,12859995.0,12859995.0,7068.0,17
2015-01-01,Indiana,6619680.0,6619680.0,3717.0,18
2015-01-01,Iowa,3123899.0,3123899.0,401.0,19
2015-01-01,Kansas,2911641.0,2911641.0,840.0,20
2015-01-01,Kentucky,4425092.0,4425092.0,1262.0,21
2015-01-01,Louisiana,4670724.0,4670724.0,5627.0,22
2015-01-01,Maine,1329328.0,,,23
2015-01-01,Maryland,6006401.0,6006401.0,14956.0,24
2015-01-01,Massachusetts,6794422.0,6794422.0,132864.0,25
2015-01-01,Michigan,9922576.0,9922576.0,7855.0,26
2015-01-01,Minnesota,5489594.0,5489594.0,1511.0,27
2015-01-01,Mississippi,2992333.0,2992333.0,847.0,28
2015-01-01,Missouri,6083672.0,6083672.0,1579.0,29
2015-01-01,Montana,1032949.0,,,30
2015-01-01,Nebraska,1896190.0,1896190.0,448.0,31
2015-01-01,Nevada,2890845.0,2890845.0,3242.0,32
2015-01-01,New Hampshire,1330608.0,1330608.0,6001.0,33
2015-01-01,New Jersey,8958013.0,8958013.0,276707.0,34
2015-01-01,New Mexico,2085109.0,2085109.0,2578.0,35
2015-01-01,New York,19795791.0,19795791.0,868173.0,36
2015-01-01,North Carolina,10042802.0,10042802.0,19884.0,37
2015-01-01,North Dakota,756928.0,,,38
2015-01-01,Ohio,11613423.0,11613423.0,8531.0,39
2015-01-01,Oklahoma,3911338.0,3911338.0,392.0,40
2015-01-01,Oregon,4028977.0,4028977.0,705.0,41
2015-01-01,Pennsylvania,12802503.0,12802503.0,96909.0,42
2015-01-01,Rhode Island,1056298.0,1056298.0,50274.0,44
2015-01-01,South Carolina,4896146.0,4896146.0,4582.0,45
2015-01-01,South Dakota,858469.0,,,46
2015-01-01,Tennessee,6600299.0,6600299.0,2637.0,47
2015-01-01,Texas,27469114.0,27469114.0,18868.0,48
2015-01-01,Utah,2995919.0,2995919.0,3164.0,49
2015-01-01,Vermont,626042.0,,,50
2015-01-01,Virginia,8382993.0,8382993.0,14476.0,51
2015-01-01,Washington,7170351.0,7170351.0,3449.0,53
2015-01-01,West Virginia,1844128.0,1844128.0,232.0,54
2015-01-01,Wisconsin,5771337.0,5771337.0,1980.0,55
2015-01-01,Wyoming,586107.0,,,56
2015-01-01,Puerto Rico,3474182.0,3474182.0,62452.0,72
2016-01-01,Florida,20612439.0,20612439.0,221070.0,12
2016-01-01,Georgia,10310371.0,10310371.0,23223.0,13
2016-01-01,Hawaii,1428557.0,1428557.0,1065.0,15
2016-01-01,Idaho,1683140.0,1683140.0,1006.0,16
2016-01-01,Illinois,12801539.0,12801539.0,5779.0,17
2016-01-01,Indiana,6633053.0,6633053.0,3337.0,18
2016-01-01,Iowa,3134693.0,3134693.0,612.0,19
2016-01-01,Kansas,2907289.0,2907289.0,770.0,20
2016-01-01,Kentucky,4436974.0,4436974.0,1015.0,21
2016-01-01,Louisiana,4681666.0,4681666.0,3625.0,22
2016-01-01,Maine,1331479.0,1331479.0,1843.0,23
2016-01-01,Maryland,6016447.0,6016447.0,20906.0,24
2016-01-01,Massachusetts,6811779.0,6811779.0,146038.0,25
2016-01-01,Michigan,9928300.0,9928300.0,4325.0,26
2016-01-01,Minnesota,5519952.0,5519952.0,4237.0,27
2016-01-01,Mississippi,2988726.0,2988726.0,1772.0,28
2016-01-01,Missouri,6093000.0,6093000.0,1982.0,29
2016-01-01,Montana,1042520.0,,,30
2016-01-01,Nebraska,1907116.0,1907116.0,890.0,31
2016-01-01,Nevada,2940058.0,2940058.0,4313.0,32
2016-01-01,New Hampshire,1334795.0,1334795.0,5809.0,33
2016-01-01,New Jersey,8944469.0,8944469.0,271169.0,34
2016-01-01,New Mexico,2081015.0,2081015.0,1345.0,35
2016-01-01,New York,19745289.0,19745289.0,871525.0,36
2016-01-01,North Carolina,10146788.0,10146788.0,21838.0,37
2016-01-01,North Dakota,757953.0,,,38
2016-01-01,Ohio,11614373.0,11614373.0,9101.0,39
2016-01-01,Oklahoma,3923561.0,3923561.0,1205.0,40
2016-01-01,Oregon,4093465.0,4093465.0,466.0,41
2016-01-01,Pennsylvania,12784227.0,12784227.0,103331.0,42
2016-01-01,Rhode Island,1056426.0,1056426.0,52771.0,44
2016-01-01,South Carolina,4961119.0,4961119.0,4202.0,45
2016-01-01,South Dakota,865454.0,,,46
2016-01-01,Tennessee,6651194.0,6651194.0,4320.0,47
2016-01-01,Texas,27862596.0,27862596.0,17507.0,48
2016-01-01,Utah,3051217.0,3051217.0,2153.0,49
2016-01-01,Vermont,624594.0,,,50
2016-01-01,Virginia,8411808.0,8411808.0,15845.0,51
2016-01-01,Washington,7288000.0,7288000.0,2371.0,53
2016-01-01,West Virginia,1831102.0,,,54
2016-01-01,Wisconsin,5778709.0,5778709.0,2296.0,55
2016-01-01,Wyoming,585501.0,,,56
2016-01-01,Puerto Rico,3411307.0,3411307.0,58751.0,72
2016-01-01,Alabama,4863300.0,4863300.0,837.0,01
2016-01-01,Alaska,741894.0,,,02
2016-01-01,Arizona,6931071.0,6931071.0,5345.0,04
2016-01-01,Arkansas,2988248.0,2988248.0,329.0,05
2016-01-01,California,39250017.0,39250017.0,14778.0,06
2016-01-01,Colorado,5540545.0,5540545.0,2634.0,08
2016-01-01,Connecticut,3576452.0,3576452.0,41917.0,09
2016-01-01,Delaware,952065.0,952065.0,3760.0,10
2016-01-01,District of Columbia,681170.0,681170.0,4112.0,11
2017-01-01,Alabama,4874747.0,4874747.0,1327.0,01
2017-01-01,Alaska,739795.0,,,02
2017-01-01,Arizona,7016270.0,7016270.0,5936.0,04
2017-01-01,Arkansas,3004279.0,3004279.0,153.0,05
2017-01-01,California,39536653.0,39536653.0,18381.0,06
2017-01-01,Colorado,5607154.0,5607154.0,4870.0,08
2017-01-01,Connecticut,3588184.0,3588184.0,40343.0,09
2017-01-01,Delaware,961939.0,961939.0,3672.0,10
2017-01-01,District of Columbia,693972.0,693972.0,3744.0,11
2017-01-01,Florida,20984400.0,20984400.0,259779.0,12
2017-01-01,Georgia,10429379.0,10429379.0,31014.0,13
2017-01-01,Hawaii,1427538.0,1427538.0,1843.0,15
2017-01-01,Idaho,1716943.0,,,16
2017-01-01,Illinois,12802023.0,12802023.0,9911.0,17
2017-01-01,Indiana,6666818.0,6666818.0,3443.0,18
2017-01-01,Iowa,3145711.0,3145711.0,649.0,19
2017-01-01,Kansas,2913123.0,2913123.0,1683.0,20
2017-01-01,Kentucky,4454189.0,4454189.0,856.0,21
2017-01-01,Louisiana,4684333.0,4684333.0,6662.0,22
2017-01-01,Maine,1335907.0,,,23
2017-01-01,Maryland,6052177.0,6052177.0,24969.0,24
2017-01-01,Massachusetts,6859819.0,6859819.0,172577.0,25
2017-01-01,Michigan,9962311.0,9962311.0,7870.0,26
2017-01-01,Minnesota,5576606.0,5576606.0,2767.0,27
2017-01-01,Mississippi,2984100.0,2984100.0,2904.0,28
2017-01-01,Missouri,6113532.0,6113532.0,2520.0,29
2017-01-01,Montana,1050493.0,,,30
2017-01-01,Nebraska,1920076.0,1920076.0,210.0,31
2017-01-01,Nevada,2998039.0,2998039.0,4805.0,32
2017-01-01,New Hampshire,1342795.0,1342795.0,8223.0,33
2017-01-01,New Jersey,9005644.0,9005644.0,301655.0,34
2017-01-01,New Mexico,2088070.0,2088070.0,1138.0,35
2017-01-01,New York,19849399.0,19849399.0,872504.0,36
2017-01-01,North Carolina,10273419.0,10273419.0,19787.0,37
2017-01-01,North Dakota,755393.0,,,38
2017-01-01,Ohio,11658609.0,11658609.0,15943.0,39
2017-01-01,Oklahoma,3930864.0,3930864.0,1283.0,40
2017-01-01,Oregon,4142776.0,4142776.0,678.0,41
2017-01-01,Pennsylvania,12805537.0,12805537.0,127505.0,42
2017-01-01,Rhode Island,1059639.0,1059639.0,52070.0,44
2017-01-01,South Carolina,5024369.0,5024369.0,3275.0,45
2017-01-01,South Dakota,869666.0,,,46
2017-01-01,Tennessee,6715984.0,6715984.0,4240.0,47
2017-01-01,Texas,28304596.0,28304596.0,27648.0,48
2017-01-01,Utah,3101833.0,3101833.0,880.0,49
2017-01-01,Vermont,623657.0,,,50
2017-01-01,Virginia,8470020.0,8470020.0,16419.0,51
2017-01-01,Washington,7405743.0,7405743.0,5544.0,53
2017-01-01,West Virginia,1815857.0,,,54
2017-01-01,Wisconsin,5795483.0,5795483.0,2578.0,55
2017-01-01,Wyoming,579315.0,,,56
2017-01-01,Puerto Rico,3337177.0,3337177.0,55860.0,72
2018-01-01,Maine,1338404.0,,,23
2018-01-01,North Carolina,10383620.0,10383620.0,30172.0,37
2018-01-01,Georgia,10519475.0,10519475.0,22927.0,13
2018-01-01,Alaska,737438.0,,,02
2018-01-01,Alabama,4887871.0,4887871.0,1356.0,01
2018-01-01,Vermont,626299.0,,,50
2018-01-01,Nevada,3034392.0,3034392.0,3754.0,32
2018-01-01,West Virginia,1805832.0,,,54
2018-01-01,Oklahoma,3943079.0,3943079.0,1545.0,40
2018-01-01,Wisconsin,5813568.0,5813568.0,3918.0,55
2018-01-01,Puerto Rico,3195153.0,3195153.0,52604.0,72
2018-01-01,Virginia,8517685.0,8517685.0,16004.0,51
2018-01-01,North Dakota,760077.0,,,38
2018-01-01,South Carolina,5084127.0,5084127.0,5355.0,45
2018-01-01,Oregon,4190713.0,4190713.0,1115.0,41
2018-01-01,Wyoming,577737.0,,,56
2018-01-01,California,39557045.0,39557045.0,19305.0,06
2018-01-01,Mississippi,2986530.0,2986530.0,2173.0,28
2018-01-01,Connecticut,3572665.0,3572665.0,50399.0,09
2018-01-01,Texas,28701845.0,28701845.0,24409.0,48
2018-01-01,Maryland,6042718.0,6042718.0,26503.0,24
2018-01-01,Florida,21299325.0,21299325.0,237844.0,12
2018-01-01,Massachusetts,6902149.0,6902149.0,167333.0,25
2018-01-01,District of Columbia,702455.0,702455.0,5894.0,11
2018-01-01,Utah,3161105.0,3161105.0,3513.0,49
2018-01-01,New York,19542209.0,19542209.0,877519.0,36
2018-01-01,New Jersey,8908520.0,8908520.0,311213.0,34
2018-01-01,Ohio,11689442.0,11689442.0,12092.0,39
2018-01-01,Missouri,6126452.0,6126452.0,1211.0,29
2018-01-01,Pennsylvania,12807060.0,12807060.0,138181.0,42
2018-01-01,Michigan,9995915.0,9995915.0,6602.0,26
2018-01-01,Nebraska,1929268.0,1929268.0,606.0,31
2018-01-01,Idaho,1754208.0,,,16
2018-01-01,New Mexico,2095428.0,2095428.0,425.0,35
2018-01-01,Hawaii,1420491.0,1420491.0,525.0,15
2018-01-01,South Dakota,882235.0,,,46
2018-01-01,Washington,7535591.0,7535591.0,2855.0,53
2018-01-01,Rhode Island,1057315.0,1057315.0,52645.0,44
2018-01-01,Arizona,7171646.0,7171646.0,4583.0,04
2018-01-01,Tennessee,6770010.0,6770010.0,3426.0,47
2018-01-01,Kansas,2911510.0,2911510.0,1110.0,20
2018-01-01,Colorado,5695564.0,5695564.0,3371.0,08
2018-01-01,Indiana,6691878.0,6691878.0,5407.0,18
2018-01-01,Kentucky,4468402.0,4468402.0,1161.0,21
2018-01-01,Louisiana,4659978.0,4659978.0,6828.0,22
2018-01-01,Illinois,12741080.0,12741080.0,7142.0,17
2018-01-01,Iowa,3156145.0,3156145.0,189.0,19
2018-01-01,New Hampshire,1356458.0,1356458.0,9471.0,33
2018-01-01,Arkansas,3013825.0,3013825.0,0.0,05
2018-01-01,Delaware,967171.0,967171.0,4386.0,10
2018-01-01,Minnesota,5611179.0,5611179.0,1604.0,27
2018-01-01,Montana,1062305.0,,,30
2019-01-01,Mississippi,2976149.0,2976149.0,3135.0,28
2019-01-01,Missouri,6137428.0,6137428.0,3028.0,29
2019-01-01,Montana,1068778.0,,,30
2019-01-01,Nebraska,1934408.0,1934408.0,676.0,31
2019-01-01,Nevada,3080156.0,3080156.0,5234.0,32
2019-01-01,New Hampshire,1359711.0,1359711.0,10197.0,33
2019-01-01,New Jersey,8882190.0,8882190.0,343725.0,34
2019-01-01,New Mexico,2096829.0,2096829.0,939.0,35
2019-01-01,New York,19453561.0,19453561.0,842307.0,36
2019-01-01,North Carolina,10488084.0,10488084.0,32880.0,37
2019-01-01,North Dakota,762062.0,,,38
2019-01-01,Ohio,11689100.0,11689100.0,9955.0,39
2019-01-01,Oklahoma,3956971.0,3956971.0,1112.0,40
2019-01-01,Oregon,4217737.0,4217737.0,1473.0,41
2019-01-01,Pennsylvania,12801989.0,12801989.0,133560.0,42
2019-01-01,Rhode Island,1059361.0,1059361.0,55220.0,44
2019-01-01,South Carolina,5148714.0,5148714.0,4988.0,45
2019-01-01,South Dakota,884659.0,,,46
2019-01-01,Tennessee,6829174.0,6829174.0,2919.0,47
2019-01-01,Texas,28995881.0,28995881.0,24427.0,48
2019-01-01,Vermont,623989.0,,,50
2019-01-01,Utah,3205958.0,3205958.0,1645.0,49
2019-01-01,Virginia,8535519.0,8535519.0,18429.0,51
2019-01-01,Washington,7614893.0,7614893.0,2579.0,53
2019-01-01,West Virginia,1792147.0,,,54
2019-01-01,Wisconsin,5822434.0,5822434.0,4419.0,55
2019-01-01,Wyoming,578759.0,,,56
2019-01-01,Puerto Rico,3193694.0,3193694.0,53703.0,72
2019-01-01,Illinois,12671821.0,12671821.0,7999.0,17
2019-01-01,Georgia,10617423.0,10617423.0,28172.0,13
2019-01-01,Idaho,1787065.0,1787065.0,1266.0,16
2019-01-01,Hawaii,1415872.0,1415872.0,1055.0,15
2019-01-01,Indiana,6732219.0,6732219.0,3068.0,18
2019-01-01,Iowa,3155070.0,3155070.0,969.0,19
2019-01-01,Kansas,2913314.0,2913314.0,1858.0,20
2019-01-01,Kentucky,4467673.0,4467673.0,1452.0,21
2019-01-01,Louisiana,4648794.0,4648794.0,6297.0,22
2019-01-01,Maine,1344212.0,1344212.0,661.0,23
2019-01-01,Maryland,6045680.0,6045680.0,22606.0,24
2019-01-01,Massachusetts,6892503.0,6892503.0,157027.0,25
2019-01-01,Michigan,9986857.0,9986857.0,8990.0,26
2019-01-01,Minnesota,5639632.0,5639632.0,2091.0,27
2019-01-01,Connecticut,3565287.0,3565287.0,46228.0,09
2019-01-01,Florida,21477737.0,21477737.0,254148.0,12
2019-01-01,Alabama,4903185.0,4903185.0,2959.0,01
2019-01-01,Alaska,731545.0,,,02
2019-01-01,Arizona,7278717.0,7278717.0,6267.0,04
2019-01-01,Arkansas,3017804.0,3017804.0,563.0,05
2019-01-01,California,39512223.0,39512223.0,16422.0,06
2019-01-01,Colorado,5758736.0,5758736.0,4920.0,08
2019-01-01,Delaware,973764.0,973764.0,2163.0,10
2019-01-01,District of Columbia,705749.0,705749.0,9251.0,11
